id,year,Source,PageNumber,BeginningWords,Date,Length,FrontPage,Description,subissue,issue
11709,1964,NYT Index 1964,691,18 Negro ten-agers,12/29/1964,9,0,18 Negro teen-agers from Mississippi  visit NYC to give play based on life and death of Medgar Evers;,201,2
11735,1964,NYT Index 1964,743,CBS protests to,7/16/1964,9,0,CBS protests to Repub Natl Conv about curbs on newsmen,207,2
11765,1964,NYT Index 1964,803,Lr charges his,5/31/1964,9,0,"lr charges May article on racial integration issue in Jackson Hts & Corona, NY is anti-Semetic",201,2
11962,1965,NYT Index 1965,13,"J Farmer, American",1/11/1965,9,0,"J Farmer, American civil rights leader, begins 10-nation tour",201,2
12026,1965,NYT Index 1965,141,names 7 man,8/17/1965,9,0,Edmund Brown(Gov) names 7 man comm to probe Los Angeles race riots,201,2
12108,1965,NYT Index 1965,305,US Dist Ct,1/9/1965,9,0,"US Dist Ct rules ps pupils, Jenison, Mich, may voluntarily pray or read scriptures before or after school in romm other than regular home room",207,2
12111,1965,NYT Index 1965,311,Expansion of Freedom,8/2/1965,9,0,Expansion of Freedom Schools in South discussed;aim seen to insure reservoir of civil rights leaders for future,201,2
12171,1965,NYT Index 1965,431,Discrimination: Natl Com,3/21/1965,9,0,Discrimination: Natl Com Against Discriminaton in Housing repts '65 anti-bias legis activity has exceeded activity in all previous yrs; repts 7 states weighing legis for 1st time,201,2
12183,1965,NYT Index 1965,455,Amer Jewish Com,6/27/1965,9,0,Amer Jewish Com Phila chap repts bias against hiring Jews at mgt-level in major Phila area cos,201,2
12209,1965,NYT Index 1965,509,under close guard,2/27/1965,9,0,"Martin Luther King is under close guard, Hollywood when attending theatre.",201,2
12212,1965,NYT Index 1965,515,B'rith Abraham urges,6/21/1965,9,0,B'rith Abraham urges Pres Johnson outlaw Ku Klux Klan,201,2
12239,1965,NYT Index 1965,569,J E Parham,3/17/1965,9,0,Medical Committee for Human Rights appt news,200,2
12266,1965,NYT Index 1965,625,survey of compliance,1/18/1965,9,1,"survey of compliance with Civil Rights Act shows substantial compliance with Title II (pub accommodations) in South, painfully slow progress against voting discrimination under Title I",206,2
12267,1965,NYT Index 1965,627,ed sees Cox,2/26/1965,9,0,ed sees Cox decision possibly producing impasse in Fed judicial system; reply to Sovereignty Comm dir Johnston lr (Judge Cox dismisses felony indicment against 17 accused of conspiracy in murder of 3 civil rights workers,201,2
12268,1965,NYT Index 1965,629,statement text,3/10/1965,9,0,"statement text (Johnson scores brutality against Negroes in Selma but urges they respect law and order, statement; pledges to send voting rights legis to Cong;also directs Justice Dept to enter case before Judge Johnson to aid in resolving legal issues",206,2
12269,1965,NYT Index 1965,631,Johnson transcript,3/16/1965,9,0,"Johnson transcript (Pres Johnson, in televised address to Cong, calls for immediate action on voter rights legis;pledges we shall overcome crippling legacy of bigotry and injustice",206,2
12270,1965,NYT Index 1965,633,Army sentries protect,3/23/1965,9,0,Army sentries protect marchers camp;illus of camp; civil rights workers and white mins serve as security guards inside camp; King and aides sleep in mobile van which also serves as communication center,201,2
12271,1965,NYT Index 1965,635,Police arrest 13,3/16/1965,9,0,Police arrest 13 persons after they refuse to disband outside Jackson courthouse; Asst Police Chief Pierce says no advance notice of demonstration was given (Negroes),200,2
12272,1965,NYT Index 1965,637,community Relations Service,4/16/1965,9,0,"Community Relations Service dir Collins says demonstrations could be avoided if Amers backed civil rights cause, s to ASNE conv; doubts Communists dominate any of rights movements",201,2
12273,1965,NYT Index 1965,639,King says SCLC,5/12/1965,9,0,King says SCLC will press Ala Legis reprs to discuss Negroes needs with delegations from Black Belt counties,201,2
12274,1965,NYT Index 1965,641,Southern Christian Leadership,6/1/1965,9,0,"Southern Christian Leadership Conf(SCLS) aide Vivian, in St Louis, hails St Louisans for role in Selma civil rights demonstrations",201,2
12275,1965,NYT Index 1965,643,"KKK burns cross,",7/6/1965,9,0,"KKK burns cross, Columbia, SC, partly in protest against Negro voter regis drive",206,2
12276,1965,NYT Index 1965,645,"Marristown, NJ, policeman",7/28/1965,9,0,"Marristown, NJ, policeman beaten by 10 Negor youths after Morris County Citizenship Project civil rights rally; Mayor Stirone stunned over incident;lists steps taken by community to aid Negro",201,2
12277,1965,NYT Index 1965,647,text;main provisions of voting,8/7/1965,9,0,text; main provisions of voting act,206,2
12278,1965,NYT Index 1965,649,B Goldwater links,8/24/1965,9,0,"B Goldwater links riots to umemployment, TV int;says another reason is 'disrespect for law and policeman' by both white and Negro leaders",200,2
12279,1965,NYT Index 1965,651,Clark asks new trial,9/14/1965,9,0,Clark asks new trial of comtempt of ct charges (Negroes and civil rights),201,2
12280,1965,NYT Index 1965,653,King calls Selma,10/29/1965,9,0,King calls Selma strategy meeting for new rights campaign;invites all groups whose personnel have been affected by recent tragedies in South,201,2
12281,1965,NYT Index 1965,655,OAS Security Com,11/27/1965,9,0,OAS Security Com rept says Communists seek to aggravate and capitalize on US racial problems,209,2
12350,1965,NYT Index 1965,793,US Sup Ct,1/19/1965,9,0,"US Sup Ct rules warrant under which Tex authorities in '63 seized 2,000 alleged pro-Communist pubs from J W Stanford Jr home, San Antonio, was invalid because it did not comply with Const requirement that items to be seized must be described in detail.",209,2
12461,1965,NYT Index 1965,1017,Econ Opportunity Office,8/10/1965,9,0,Econ Opportunity Office Asst Dir Bookbinder cites program scope and accomplishments in reply to Hill July 29 lr asserting program is illusory;cites NAACP resolution lauding program,201,2
12597,1966,NYT Index 1966,137,2 Presb mins,7/13/1966,9,0,2 Presb mins seek to have ct bar teaching of Bible as literature course at Washionton Univ,207,2
12641,1966,NYT Index 1966,227,stanford U Sigma,4/13/1966,9,0,Stanford U sigma Chi chap reinstated by natl after 1yr suspension;chap had pledged Negro student although natl denied this was reason for suspension.,201,2
12665,1966,NYT Index 1966,275,solicitor Gen Marshall,2/25/1966,9,1,"Solicitor Gen M, urges ct not to rule out interrogation of suspects by extending right of counsel into police station;",200,2
12700,1966,NYT Index 1966,345,bd member Mrs,9/20/1966,9,0,bd memeber Mrs RS urges bd rev policy of not bldg pss in segregated areas; backed by United Parents Assn,201,2
12705,1966,NYT Index 1966,355,Atty Gen Katzenbach,5/6/1966,9,0,"Atty Gen K says proposed new civil rights bill omits language in '64 act that bars Fed officials or cts from transporting youths to achieve racial balance, HR subcom hearing",201,2
12706,1966,NYT Index 1966,357,Coordinating Council of,5/16/1966,9,0,"Coordinating Council of Community Orgns seeks meeting with Pres Johnson, chicago,  to discuss alleged ps segregation. , student Union organ Com, Sup Ct mentioned",201,2
12768,1966,NYT Index 1966,481,"Illus,Je",6/30/1966,9,0,"illus of Hill Herbert, sec for NAACP",201,2
12774,1966,NYT Index 1966,493,lr holds conduct,8/14/1966,9,0,"lr holds conduct of white ehtnic groups, proves they have never become Amersicans",200,2
12860,1966,NYT Index 1966,667,RP Loving,7/30/1966,9,0,"RPL, white, and wife, part Negro & part Indian, ask US Sup Ct to declare Va law unconst; case revd.",201,2
12867,1966,NYT Index 1966,681,civil rights Comm,2/24/1966,9,0,civil rights Comm study of 40 souther- and Border-state communities repts racial discrimination being praticed in many federally supported hosp and other health facilities in violation of '64 civil rights Act,201,2
12886,1966,NYT Index 1966,719,denied Production code,12/17/1966,9,0,Blow-Up: denied Production code seal after MGM refuses to make certain cuts(motion picture censorship),207,2
12900,1966,NYT Index 1966,749,Pres johnson meets,3/19/1966,9,0,Pres johnson meets,200,2
12901,1966,NYT Index 1966,751,Mrs  Wallace's  victory,5/5/1966,9,0,Mrs Wallace's victory seen blow to Negro hopes to win voice in state govt; Repr Martin says he is still in govt race and takes segregationist stand; Rev Dr King comments,201,2
12902,1966,NYT Index 1966,753,"35,000 Negroes vote",6/8/1966,9,0,"35,000 Negroes vote in primaries, 1st since passage of '65 voting rights Act; Justice Dept, , US Reprs group, mentioned",206,2
12903,1966,NYT Index 1966,755,Sen R F,7/1/1966,9,0,"Sen R F Kennedy warns 'black power' concept can be damaging to civil rights movement,,int; cites need for whites and Negroes to work together",201,2
12904,1966,NYT Index 1966,757,ed sees riots,7/23/1966,9,0,ed sees riots accomplish nothing; sets requirements to correct indignities of ghetto life;,200,2
12905,1966,NYT Index 1966,759,aide denies Dubois,8/6/1966,9,0,"aide denies Dubois Clubs fomented riots in Cleveland and chicago; blames mayors, govs and Pres",200,2
12907,1966,NYT Index 1966,763,Dirksen says he,9/11/1966,9,0,dirkse says he expects bill to be shelved; Adm reptly seeking to save sec of bill imposing penalties for interfering with individual rights or for crossing state lines to incite violence,200,2
12909,1966,NYT Index 1966,767,Meth gen conf,11/11/1966,9,0,Meth gen conf approves recommendation but defeats southern white bid to eliminate ref to target date and Negro bid to to make desegregation mandatory.,201,2
12910,1966,NYT Index 1966,769,SCLC regional dir,12/22/1966,9,0,SCLC regional dir urges Virginianas initiate lr-writing campaign to protest fines  and jail terms handed down by Judge AM Aiken in '63 civil cases which are now coming  to trial.,201,2
12991,1966,NYT Index 1966,933,excerpts from opinions,3/22/1966,9,0,excerpts from opinions (US Sup Ct rules 2 pubs obscene),207,2
13040,1966,NYT Index 1966,1031,L D amerson,11/9/1966,9,0,"L D amerson, Negro, elected sheriff of Macon County, believed to be sole Negro sheriff in US",201,2
13087,1967,NYT Index 1967,9,Rev R F,9/8/1967,9,0,"Rev Drinan, opponent of liberalizing abortion laws, links recent NC law easing abortions to effort to reduce number of Negro births",20081,2
13151,1967,NYT Index 1967,137,excerpts,1/10/1967,9,0,"Excerpts (of Black, H. assoc Justice, on Sup Ct ruling holding that articles that gives false impression of persons do not constitute invasion of privacy)",208,2
13169,1967,NYT Index 1967,173,Wirtz sees meeting,12/9/1967,9,0,Writz (sec)  sees meeting of minds between labor and adm to press greater Negro employment in bldg trades; suggests Labor Dept may shift emphasis from regulations to cooperative approach,201,2
13215,1967,NYT Index 1967,265,League of Women,9/30/1967,9,0,League of Women voters labels const provisions on cts regressive; assails conv's failure to abolish antiquated cts and justices of the peace (NYS),202,2
13253,1967,NYT Index 1967,341,ed backs law's,8/19/1967,9,0,Ed backs law's intent; urges new procedures to achieve program's aims without violating addicts rights,200,2
13268,1967,NYT Index 1967,371,Kennedy and Gov,9/28/1967,9,0,Sen Kennedy and Gov Volpe offer their support to Dem opponent White on racial integration in Mass,201,2
13269,1967,NYT Index 1967,373,2nd suit filed,11/25/1967,9,0,"2nd suit filed, US Dist Ct, asking curbs on police and Rizzo from interfering with st demonstrations; Educ Bd repr says most demands made by Negro student leaders",207,2
13337,1967,NYT Index 1967,509,Open housing demonstration,4/16/1967,9,0,"Open housing demonstrations (because of civil rights)  called off for weekend; Tucker, atty for arrested marchers, to contest march ban (Kentucky)",207,2
13342,1967,NYT Index 1967,519,Gov Moore calls,7/21/1967,9,0,Gov Moore calls in 120 Natl Guardsmen to prevent violence as Negroes stage open-housing march to City Hall; Moore was in city to dedicate new low-income project planned to appease Negro unrest; KKK me,201,2
13373,1967,NYT Index 1967,583,Names 11-member,7/28/1967,9,1,Pres Johnson names 11-member comm to probe urban race riots ; proclaims natl day of prayer for order and reconciliation,201,2
13392,1967,NYT Index 1967,621,Reprs Reid and,2/1/1967,9,0,Reprs Raid urges fair employment practices law,200,2
13419,1967,NYT Index 1967,673,US moves to drop,5/23/1967,9,0,US moves to drop 61 and 62 income tax evasion charges because data were obtained by electronic eavesdropping in connection with FBI probe,208,2
13455,1967,NYT Index 1967,745,NYC City Human,1/2/1967,9,0,NYC City Human Rights Comm staff members to make evening visits to community centers throughout city to hear complaints and answer queries,200,2
13476,1967,NYT Index 1967,787,"Washington, DC, reptd",11/27/1967,9,0,"Washington, DC, reptd 1st target of Rev Dr King's SCLC campaign for massive civil disobedience in Northern cities",201,2
13477,1967,NYT Index 1967,789,Civil Rights Leadership,3/25/1967,9,0,Civil Rights Leadership Conf says SNCC has withdrawn; hints conf's decision to work with coalition of liberal whites and Negroes may be reason fro withdrawal,201,2
13481,1967,NYT Index 1967,797,"Negro residents, Ft",4/9/1967,9,0,Negro residents bitter over plans to close local urban renewal agency and cancel Fed-funded program to aid area; NAACP aide warns riots could happen again,200,2
13483,1967,NYT Index 1967,801,FBI Dr Hoover,6/1/1967,9,0,FBI Dr Hoover charges some civil rights leaders are issuing open inv to violence by naming cities where summer riots may occur,200,2
13484,1967,NYT Index 1967,803,R J Mangum,8/1/1967,9,0,"Mangum, new Negro chmn of NYS Human Rights Comm, warns of more recial violence if human rights work is not done more meaningfully",201,2
13485,1967,NYT Index 1967,805,Prot Council of,9/2/1967,9,0,"Prot Council of NY, US Cath Conf and Synagogue Council of Amer repres cite racial issue as paramount problem facing nation",201,2
13486,1967,NYT Index 1967,807,NY Times check,11/27/1967,9,0,"NY Times check of 12 cities inds that many of those arrested in race riots were later released, recd light sentences",201,2
13487,1967,NYT Index 1967,809,Sen Internal Security,5/3/1967,9,0,Sen Internal Security Subcom opens probe of suversive elements behind 66 Negro riots; hear police detective link riots to black nationalist groups whose leaders had Communist ties,209,2
13488,1967,NYT Index 1967,811,Throckmarton and Gen,8/23/1967,9,1,Throckmarton and Gen Stone charge Guardsmaen were nervous and trigger-happy and had not obeyed orders to unload their weapons during riots; HR sub com hearing; Hebert queries Under Sec McGiffert about,200,2
13490,1967,NYT Index 1967,815,Sec Weaver links,7/18/1967,9,0,Sec Weaver links riots to decades of neglect and discrimination which could have been prevented by basic  and well-directed action; Sen subcom hearing,201,2
13491,1967,NYT Index 1967,817,Sporadic sniping and,8/1/1967,9,0,"Sporadic sniping and rock and bottle throwing reptd in San Bernardina, Calif (Negroes, urban area)",200,2
13499,1967,NYT Index 1967,833,Interracial Council for,12/25/1967,9,0,"Interracial Council for Business Opportunity establishes fund to back bank loans to Negro businnesses, with cooperation of 3 major banks (NYC)",201,2
13505,1967,NYT Index 1967,845,Fino charges Lindsay,5/5/1967,9,0,Fino charges Lindsay sent his black nationalist Human Rights chmn to stir up troule in other cities (NYC),200,2
13511,1967,NYT Index 1967,857,Rockefeller orders probe,3/17/1967,9,0,"Rockefeller orders probe after complaints (human rights)  by comm's own advisory councils,NAACP unit and LI civil rights groups",201,2
13514,1967,NYT Index 1967,863,US Sup Ct,1/24/1967,9,1,US Sup Ct rulijng declaring unconst laws aimed at barring subversives from faculties and staffs of pss and state colls; declares unconst provision that says pub employment can be denied to Communist p,209,2
13524,1967,NYT Index 1967,883,Urban Legue dir,3/17/1967,9,0,Urban Legue dir scores media for not hiring more Negroes,201,2
13555,1967,NYT Index 1967,945,Citizens for Decent,11/23/1967,9,0,Citizens for Decent Literature group tells US Sup Ct its recent decisions have opened floodgates of pornogaphy,207,2
13567,1967,NYT Index 1967,969,Hearings,4/5/1967,9,0,hearing on privacy,208,2
13699,1967,NYT Index 1967,1235,Randolph to call,1/13/1967,9,1,Randolph to call Nnegro summit canf to re-examine Negro strategy against   white power sturcture; says Powell's defeats represent greatest crisis in Negro-white relations; Natl Newspaper Publishers As,201,2
13721,1967,NYT Index 1967,1279,Natl Conf on,7/24/1967,9,1,Natl Conf on Black Power rept details conf's pol moves,201,2
13736,1967,NYT Index 1967,1309,Natl Com Against,2/9/1967,9,0,Natl Com against Discrimination in Housing charges program serves only to perpetuate Negro ghetoes; HUD Sec replies,201,2
13882,1968,NYT Index 1968,163,About 40 students,5/21/1968,9,1,About 40 students are arrested after seizing registar's office demanding that coll admit more Negro and Puerto Rican students; most of them are members of Coalition against Racism; Admission Dean hail,201,2
13885,1968,NYT Index 1968,169,Gov Rockefeller urges,5/8/1968,9,0,Rockefeller urges Legis to expand civil rights laws,201,2
14030,1968,NYT Index 1968,459,US Sup Ct,5/21/1968,9,0,US Sup Ct lets stand lower ct ruling ordering Girard Coll to desegreate,201,2
14063,1968,NYT Index 1968,525,Natl Assn for,2/28/1968,9,0,Natl Assn for Puerto Rican Civil Rights proposes legis to allow any nonprofit orgn active in area of human rights to sue in NYS ct,200,2
14138,1968,NYT Index 1968,677,Weighs merger with,2/18/1968,9,0,Italian-American League weighs merger with AID (Amer Ital Anti-Defamation League),200,2
14171,1968,NYT Index 1968,747,Nieman-Marcus pres,7/15/1968,9,0,Policy to favor suppliers that maintain affirmative equal opportunity employment has been accepted in mfg community; Natl Retail Merchants Assn exec vp feels policy does  not represent trend in indus,201,2
14177,1968,NYT Index 1968,759,ACLU holds on-campus,3/11/1968,9,0,ACLU holds on-campus recruitment should be open to all corps and govt agencies,200,2
14202,1968,NYT Index 1968,813,KKK pickets theater,3/7/1968,9,0,"KKK pickets theather, because it involves an interracial marriage",201,2
14250,1968,NYT Index 1968,911,NAACP Legal Defense,1/2/1968,9,0,NAACP Legal Defense and Educ Fund outlines legis program it will undertake in '68 to aid Negroes,201,2
14251,1968,NYT Index 1968,913,Most Rev J,4/14/1968,9,1,Most Rev Dearden and others urge Pres Johnson and Cong to enact multibillion econ bill of rights for disadvantaged,200,2
14252,1968,NYT Index 1968,915,comment,5/19/1968,9,0,Comment on Washington demonstration (of poor Negroes),201,2
14253,1968,NYT Index 1968,917,rev of ABC-TV,7/12/1968,9,0,Rev of ABC-TV program 'Bias and the Media' (Negroes),201,2
14262,1968,NYT Index 1968,935,excerpts from Natl,4/14/1968,9,0,Excerpts from Natl Advisory Comm on Civil Disorders rept describing typical rioter in '67 outbreaks,200,2
14267,1968,NYT Index 1968,945,possible Black Panther,7/20/1968,9,1,Possible Black Panther-white power confrontation seen revolving around E Cleaver and Knowland; Panters seen Knowland personfying forces to their disadvantage,200,2
14320,1968,NYT Index 1968,1051,Rev Dr M L,1/12/1968,9,0,"Rev Dr King Jr s, Ohio Northern U",201,2
14345,1968,NYT Index 1968,1101,excerpts from J O'Meara,9/15/1968,9,0,Excerpts from O'Meara lr to Washington Post defending Fortas and scoring Sen com hearings (pornography),207,2
14498,1968,NYT Index 1968,1407,Natl Educ TV,4/17/1968,9,0,Natl Educ TV plans monthly series dealing with Negro affairs; NYC Human Rights Chmn Booth lauds concept,201,2
14638,1968,NYT Index 1968,1687,hearings end,1/19/1968,9,0,Hearings end (Fed Equal Employment Opportunity Comm hearing); NY Personnel Agencies Assn counsel Frechtman holds bias is alive but dying,201,2
14641,1968,NYT Index 1968,1693,US Sup Ct,10/29/1968,9,0,US Sup Ct refuses to make retroactive its ruling that evidence obtained in violation of Fed wiretap law is not admissible in state criminal trials,208,2
14651,1969,NYT Index 1969,3,J Reston comment,11/12/1969,9,0,Reston comment on obsolete abortion laws lauds Gesell suggestion that an appeal carry it to US Sup Ct,20081,2
14760,1969,NYT Index 1969,221,"transcript,",9/27/1969,9,0,Nixon says it is essential to continue pressing for more bldg trades jobs for Negroes; says Adm will continue through Labor dept to attempt to make progress in this field,201,2
14789,1969,NYT Index 1969,279,Gallagher presses efforts,5/4/1969,9,0,Gallagher(CCNY pres) presses efforts for settlement with Negro and Puerto Rican students before ct orders become effective,200,2
14804,1969,NYT Index 1969,309,Annual corp meeting,1/14/1969,9,0,Annual corp meting: assn exec dir puts '68 membership at 448974 (National Assn for the Advancement of Colored People),201,2
14816,1969,NYT Index 1969,333,Rising discontent among,11/3/1969,9,1,Rising discontent among Negroes over United Fund's priorities and leadership; Negroes charge too much is being donated to white; Community Funds and Council of America,201,2
14894,1969,NYT Index 1969,489,deploring stalling by,3/14/1969,9,0,deploring stalling by NYS Legis opponents of reform (abortion),20081,2
14906,1969,NYT Index 1969,513,Mayor Lindsay replaces,2/5/1969,9,1,Lindsay replaces Booth as Human Rights Comm chmn; Booth lacks sensitivity to anti-Semitism; complaints of Jewish leaders may have bearing on this decision; Anti-Defamation League agrees with this,201,2
14913,1969,NYT Index 1969,527,Ed hails Regents,12/18/1969,9,0,Ed hails Regents Bd's decision to demand repeal of anti-busing law as warning to Legis that educ leadership has rejected counsel of fear,201,2
14915,1969,NYT Index 1969,531,ed scores harassment,5/20/1969,9,0,Ed scores harassment against Jensen ( he argues that intelligence is determined by heredity),200,2
14917,1969,NYT Index 1969,535,transcript,2/7/1969,9,0,"transcript (Nixon on gaining respect and friendship of Negroes, on educ segregation)",201,2
14919,1969,NYT Index 1969,539,Sen NY-NJ-Conn,11/10/1969,9,0,Sen NY-NJ-Conn roll-call on Sen Scott restoring $ 20million to Educ Office to fund desegregation efforts,201,2
14920,1969,NYT Index 1969,541,US Atty T A,7/6/1969,9,0,US Atty Foran denies Justice Dept gave Chicago Educ Bd ultimatum to desegregate its assignment of teachers,201,2
14921,1969,NYT Index 1969,543,Fed ct reluctantly,8/16/1969,9,0,Fed ct agrees to allow Charlotte school bd to achieve desegregation by busing black students only,201,2
14953,1969,NYT Index 1969,607,All 47 Negro,3/6/1969,9,0,All 47 Negro students (Ore State) to leave univ because of dispute over coach's demand tht Negro player shave off his beard,201,2
14999,1969,NYT Index 1969,701,Negro students begin,12/17/1969,9,0,Negro students begin boycotting classes to back up demand that 20% hired for univ construction projects be black,201,2
15059,1969,NYT Index 1969,821,Vandals cause $ 1000,3/25/1969,9,0,"Vandals cause $ 1000 damage at Synagogue Young Israel of Mapleton, Bklyn",200,2
15130,1969,NYT Index 1969,967,Fairfield Hills supt,10/5/1969,9,0,Fairfield Hills Hosp supt Green resigns in wake of probes of police (racial discrimination against Negro employes),201,2
15160,1969,NYT Index 1969,1027,Rabbo J Karasick,1/5/1969,9,0,Rabbi Karasick says Jews must intensify their efforts to help all minority groups to achieve more decenct soc,201,2
15161,1969,NYT Index 1969,1029,Puerto Rican Community,2/21/1969,9,0,"Puerto Rican Community Conf chmn sets conf, aimed at radicalizing Puerto Rican community to obtain 1st class citizenship",201,2
15171,1969,NYT Index 1969,1049,comment on rising,7/14/1969,9,0,Comment on rising govt repression of eroticism in films,207,2
15194,1969,NYT Index 1969,1097,comment on Negro-Jewish,1/26/1969,9,0,Comment on Negro-Jewish tensions (NYC),201,2
15196,1969,NYT Index 1969,1101,Negro militants begin,8/22/1969,9,0,Negro militants begin walk against fear to State Capitol along US 70 in protest over slaying of Negro youth,201,2
15198,1969,NYT Index 1969,1105,"pub officials, community",6/13/1969,9,0,"Pub officials, community leaders offer reasons for Negro disorders; list of contributing factors noted",201,2
15308,1969,NYT Index 1969,1329,Calif Gov Reagan,1/8/1969,9,0,Calif Gov Reagan urges anti-pornography drive,207,2
15472,1969,NYT Index 1969,1663,Fed ct over-rules,7/12/1969,9,0,Fed ct over-rules defense objections and admits into evidence all govt-offered exhibits of FBI electronic eavesdropping on 5 Hoffa assocs,208,2
15486,1969,NYT Index 1969,1691,Lr holds rafitication,10/14/1969,9,0,Lr holds ratification (Constitution Amendments) process is undem; urges ratification by popular referendum,200,2
15507,1969,NYT Index 1969,1733,bill vetoed,6/3/1969,9,0,NYS Assembly passes bill that bars pub employment to persons who belong to groups that advocate overthrow of govt; bill vetoed,209,2
15616,1970,NYT Index 1970,3,NYU faculty group,4/8/1970,9,0,"The NYU faculty group backs demands by students in a radical group, The Dec. 4 Movement, for free abortions on demand.",20081,2
15715,1970,NYT Index 1970,201,Parents Aid Soc,2/28/1970,9,0,"Parents Aid Society head W.R. Baird, who is serving a 3-month jail sentence for distributing a contraceptive device, contends the law under which he was convicted is unconstitutional.",20081,2
15720,1970,NYT Index 1970,211,Ed scores raid,9/2/1970,9,0,This editorial scoresthe attempt of attorneys to prevent raids of homes in the black community after an incident involving the Black Panthers.,201,2
15779,1970,NYT Index 1970,329,Repr Bingham offers,9/27/1970,9,0,Representative Bingham offers a bill to put the statue of late Reverand Martin Luther King Jr. in the Capitol.,201,2
15797,1970,NYT Index 1970,367,Gen bd meets;,1/21/1970,9,0,The general board of the National Council of Churches meets to discuss the lack of representation by blacks among the highest 'power jobs' and recommend they be recruited in high numbers.,201,2
15838,1970,NYT Index 1970,449,Community Action for,12/21/1970,9,0,"The Community Action for Legal Services antipoverty lawyers have begun to compile dossiers on scores of NY Civil, Family, and Sup Ct judges in an effort to document discrimination against the poor.",200,2
15856,1970,NYT Index 1970,485,Lr criticizes Nixon's,4/19/1970,9,0,This letter criticizes President Nixon's plans to improve and expand domestic intelligence apparatus such as wiretapping as a threat to civil liberties.,208,2
15909,1970,NYT Index 1970,591,Commenting on Sen,2/13/1970,9,0,This is a comment on Senator Ribicoff's charging Northern liberals with 'monumental hypocrisy' in their condemnation of Southern segregation; discrimination in school is further discussed.,201,2
15934,1970,NYT Index 1970,641,A Lewis article,3/28/1970,9,0,A Lewis sees the President's previous message on education as an indication of change in official attitudes towards segregation since the 1954 Supreme Court decision.,201,2
15935,1970,NYT Index 1970,643,Ex-atty Gen,7/8/1970,9,0,The Nixon Administration's acts sluggishly against traditional school segregation and has encouraged  white racists in the South by making distinctions between types of segregation.,201,2
15936,1970,NYT Index 1970,645,HEW Dept examiner,9/29/1970,9,0,"HEW Dept examiner Robbins rules that a Ferndale, Mich, school district is illegally segregated & should lose $275,000 in Federal aid;this case is the first to involve Fed. action against schools in NW",201,2
15937,1970,NYT Index 1970,647,AFT pres Selden,11/17/1970,9,0,American Federation of Teachers President Seldon defends the AFT from alleged implications of the NY Times that said the union does not wish to fight for integration.,201,2
15938,1970,NYT Index 1970,649,Fed Dist ct,2/26/1970,9,0,"Fed District ct rules that the Rapides Parish school system may use neighborhood schools desgregation plan allowing students to attend schools close to them, regardless of race.",201,2
15939,1970,NYT Index 1970,651,Aid to Comr,11/16/1970,9,0,Commissioner Marburger apparently wants legislation for cooperation in permitting Negro and Puerto Rican pupils in large cities to be bused to schools in communities of majority white students.,201,2
15940,1970,NYT Index 1970,653,Lawyers for Negro,3/11/1970,9,0,"Lawyers for Negro plaintiffs file a motion in District court, requesting that the Richmond School Board be required to take immediate steps to establish a unitary school system;race also discussed.",201,2
15950,1970,NYT Index 1970,673,Sup Ct agrees,3/31/1970,9,0,"Supreme Court agres to decide if states may constituionally deny the right to vote to persons who cannot speak or read English, the order granting an appeal of 4 Mexican-Americans.",206,2
15962,1970,NYT Index 1970,697,"Some endocrinologists, psychiatrists",7/31/1970,9,0,"Some endocrinologists, psychiatrists and corp physicians disagree with Dr. E.F. Berman's statement that women are unqualified to hold executive positions;reasons are cited.",202,2
15997,1970,NYT Index 1970,767,Harvard Prof T F,6/28/1970,9,0,"Harvard Professor T.F. Pettigrew, who has studied racial voting patterns, finds many nonracial factors, such as neighborhood improvement, influence whites to support Negro candidates.",201,2
16008,1970,NYT Index 1970,789,Libbey-Owens-Ford denies Govt,7/22/1970,9,0,Libbey-Owens-Ford  of United Glass and Ceramic Workers of N. America denies Govt charges of discrimination against women and say they are trying to comply with the Civil Rights Act of '64.,202,2
16060,1970,NYT Index 1970,893,Agnew says that,3/10/1970,9,1,VP Agnew says that the way to end de facto segregation in the US is not by byusing schoolchildren but by opening up opportunities for better housing for blacks;sup ct is discussed.,201,2
16071,1970,NYT Index 1970,915,Agnew repts nearly,2/15/1970,9,0,"VP Agnew reports nearly $2-million, which had been frozen in an economic cutback, has been released to the Indian Health Service.",200,2
16124,1970,NYT Index 1970,1021,Natl Accelerator Lab,1/28/1970,9,0,The National Accelerator Lab deputy director Goldwasser reports the lab has set up a special office to recruit and train disadvantaged Negro youths and adults from Chicago ghettos.,201,2
16166,1970,NYT Index 1970,1106,UN Human Rights,8/11/1970,9,0,UN Human Rights Committee US Representative Mrs. Hauser calls laws barring homosexual mariages unconstitutional.,202,2
16227,1970,NYT Index 1970,1228,C L Sulzberger article,5/10/1970,9,0,This article discusses the legacy of hatred bequeathed by a white minority among the majority of the world's pigmented population.,200,2
16258,1970,NYT Index 1970,1292,J Gould revs,1/6/1970,9,0,J Gould reviews a National Educational TV program on Negro activist D Gregory speaking on racism and democracy to mixes audiences at Ala U.,201,2
16259,1970,NYT Index 1970,1294,Sen Cranston says,3/19/1970,9,0,Sen Cranston says Judge Carswell's hostile attitude toward lawyers raising civil rights contentions before him raises grave ethical questions about him being a racist.,201,2
